Coments_norm,Polaridade,Estrelas,Classificacao_estrelas
excellent restaurant impeccable service plentiful food delicious tip arrive early wait line already quite crowded queue restaurant provides good organized service electronic tokens bar available,positivo,5,positivo
last time rest week carnival lot tourists city generated line waiting tables thursday 2030h 2200h always worth,neutro,5,positivo
nice place well prepared dishes well served 2 people calmly good service fast,positivo,5,positivo
great option restaurant christmas best dish shrimp strawberry grilled shrimp juice pineapple mint good dessert ordered german pie,positivo,5,positivo
perfect restaurant service ambiance perfect cuisine impeccable vast menu delicious dishes restaurant several times always love wonderful food well served dishes rating 10,positivo,5,positivo
excellent restaurant great location super pleasant atmosphere excellent service great variety shrimps good price christmas liking shrimps let know restaurant,positivo,5,positivo
pleasant atmosphere great service quality portions serve 2 people well wine list category fair prices miss,positivo,5,positivo
excellent service good food dishes well served spectacular decoration inconvenience wait time table arrives overtime worth,negativo,5,positivo
best shrimp ever life spectacle well served dish 2 people easily 3 people pure potato gratin also divine dessert also 2 people dishes range r8000 r9000 dessert ordered r1200,positivo,5,positivo
christmas holidays go shopping midway pleasure lunch camaroes restaurant delighted service wonderful food,positivo,5,positivo
loves crustaceans colors shapes flavors dishes well served misery frequented natural place clear tourists restriction long wait therefore tiring rush,negativo,4,positivo
truth chain several restaurants almost identical names service varies special crap stay local air conditioned lots queues service worth,negativo,3,neutro
restaurant excellent service food great quality beautiful decoration magnificent view ponta negra,positivo,5,positivo
best restaurant visited christmas huge variety crustacean dishes name restaurant try dish shrimp potiguar fantastic pleasant atmosphere good service good food well prepared like inevitable price quality establishment,positivo,4,positivo
reasonable food dishes well served price bit salty service like several times thank insisting waiter came table scattered,positivo,3,neutro
restaurant stay souvenir everything delicious made charm delicacy shrimps divine,positivo,5,positivo
food quality great prices worth sophisticated place enjoy delicious dishes great value money great service good location,positivo,5,positivo
good atmosphere take family friends well served dishes serve two three people well diverse tasty meal,positivo,5,positivo
astral restaurant cool menu mouth watering delicious dishes christmas 10 days restaurant 3 times good,positivo,5,positivo
today shrimp,neutro,4,positivo
liked itfood high quality honest prices good service beautiful decor,positivo,5,positivo
excellent food affordable cheap price quality food consider cheap used paying lot eat small shrimp mg shrimp experience always pleasurable,positivo,5,positivo
ate spectacular file pastelzinho camarao ball show recommended christmas,neutro,5,positivo
wonderful food good price good dish serves four people easy service great service pressure waiters make feel comfortable,positivo,5,positivo
think shrimp comes name completely mistaken restaurant serves shrimp large medium small taste customer abundance,negativo,5,positivo
restaurant excellent cuisine produces wonderful dish delicious strawberry shrimp,positivo,5,positivo
restaurant good climate rustic interior perfect perfect service unsurpassed good get early dinner returns 7pm queues waiting restaurant great flavor wonderful worth wait meal,positivo,5,positivo
refined restaurant cozy atmosphere exemplary service super prepared staff service located avenida engenheiro roberto freire 2610 ponta negra close coastal road name says specialize seafood forget try shrimp stew delight information see website,neutro,5,positivo
excellent service excellent food go natal dinner restaurant camaroes natal already 4 units two pont negra natal shopping another midway mall,positivo,5,positivo
received recommendation restaurant loved perfect service delicious shrimp definitely return establishment return wonderful christmas,positivo,5,positivo
top top top place staff service mainly food best restaurants seafood christmas worth checking,positivo,5,positivo
restaurant ideal space parking perfect location view service rating ten tasty dishes hometown said eat shrimp find another place,positivo,5,positivo
beautiful restaurant great quality service delicious meals christmas trip restaurant twice,positivo,5,positivo
beat best city divine service food return come,positivo,5,positivo
wonderful restaurant went twice great service excellent food good drinks cover note 10 pastel camarao catupiry incomparable miss trying caprese camaraosin words highly recommended,positivo,5,positivo
two restaurants located ponta negra excellent two service ten excellent food offer exactly tourists look potiguar cuisine prices reasonable,positivo,5,positivo
name says miss trying shrimp good shrimp recommend international shrimp dish great 3 people,positivo,5,positivo
restaurant located privileged points hometown neighborhood ponta negra excellent food,positivo,5,positivo
unit rio grande norte queue almost turns quiet block great service great variety high prices,negativo,4,positivo
certainly shrimps find dish want good well served normally dish 3 normal people 2 eaters even choose file chicken also see ok taste shrimps well served sure like caipirinha ask flavor preference cachaca samanau,positivo,4,positivo
3 times 2 occasions able enjoy several shrimp dishes love really say christmas eat shrimps perfect service dishes serve well spectacular food anyway read recommendations tripadvisor going restaurant real sensation taste delicious cuisine,positivo,5,positivo
restaurant excellent service top rating deserves recognition menu variety plus comfort offers,positivo,5,positivo
consider cameroons restaurant cheesecake factory potiguar although cheesecake factory dishes individual dishes cameroon restaurants two desserts close cheesecakes american chain good options crowded waiting usually long 15 40 minutes lunches weekend dinners serves good plentiful food,neutro,4,positivo
already heard believe couple ordered pesto pasta dish two people serves 4 easily recommend approve huge prawns unfortunately handle half dish well served opportunity try,positivo,5,positivo
certainly best restaurant perfect servicecozy atmosphere perfect romantic night delicious dishes,positivo,5,positivo
great food ambience service place must visit christmas dish serves two people logically cheap worth booking less day lunch dinner restaurant try arrive early tends get crowded,neutro,5,positivo
excellent food well served great service generally waiting line worth minutes expensive good,positivo,4,positivo
loved everything good worth need patient high season always queue tip order shrimp pastry wait divine,positivo,5,positivo
restaurant really lives name dozens delicious options unique recipes including shrimp dishes tried vast menu simply delicious,positivo,5,positivo
restaurant fulfills promise queue almost hour almost made give waited drinking beer eating delicious huge shrimp pastry maybe group four people managed share single dish parisian shrimp excellent order,positivo,4,positivo
certainly best restaurants specialty impeccable service spacious environment well decorated airy good taste dishes well served excellent,positivo,5,positivo
recommended friends worth really cool restaurant simply wonderful food order brie risotto regret,negativo,5,positivo
chic restaurant wonderful food super pleasant atmosphere felt like christmas need make meal camaroes restaurantepure cassava wonderful,positivo,5,positivo
gigantic place scary impeccable service wonderful dishes delicious shrimp excellent wine list honest prices,negativo,5,positivo
restaurant located ponta negra natal beach pleasant atmosphere excellent service wonderful cuisine,positivo,5,positivo
located natal praia ponta negra shopping midway mall natal shopping excellent daily cuisine main restaurants,positivo,4,positivo
shrimps fame able prove valid wonderful service care details well customer chosen dish lacador shrimp better shrimp delicious well accompaniments dessert profiteroles also divine dish two easily serves 3 people 4 women hehe worth dessert think expensive dish came 83 dessert 16 cost benefit worth,positivo,5,positivo
restaurant pleasant atmosphere wide variety wellmade dishes good value money,positivo,5,positivo
excellent food dishes well served pleasant atmosphere outdoor tables covered suspended area view waterfront ponta negra price average worth quality quantity couple arrive good appetite surprised dish two three,positivo,5,positivo
best restaurant ever eaten pleasant atmosphere good service good food hearty dish lowest price restaurants beaches christmas superior quality fact compare,positivo,5,positivo
camaroes great restaurant service first quality excellent dishes best christmas prices average r8000 r10000 2 3 people generally different options menu camaroes potiguar new bigger old pont negra smaller found old best potiguar food worth going,positivo,4,positivo
excellent food surprised speed service good parking weak point price expensive northeastern standard,negativo,4,positivo
nice place good food wellknown restaurant best service took almost hour sit ate good shrimp pastry waited sat table almost hungry imagine willing eat attentive waiter making orders,positivo,3,neutro
go christmas eat fantastic restaurant excellent service excellent menu delicious food ate secret dried meat sesame shrimp dish,positivo,5,positivo
perfect service friendly waiters pleasant atmosphere top quality food,positivo,4,positivo
top notch restaurant top notch service want go back christmas go restaurant good food serves well husband ate want still leftovers recommend greek shrimp regretted letting go last dinner wanted go days worth visiting,positivo,5,positivo
liked restaurant nice place good food delicious shrimp good price good service recommend,positivo,5,positivo
shrimp finish portion 3 people calmly unfortunately shrimp taste good looks like captive shrimp shrimp served shopping center near home,positivo,3,neutro
wonderful service excellent food served incredibly quickly dishes delicious certainly best restaurant christmas definitely back next trip,positivo,5,positivo
rio grande norte special christmas place brazil big shrimp lots context,positivo,5,positivo
best biggest shrimp ever tasted interior pleasant restaurant great dishes service rating 10,positivo,5,positivo
delicious prawns nice ate dish rice basil wonderful also ate shrimp pastry also excellent bad point queue average length 1h,negativo,4,positivo
excellent service kind staff excellent dishes compatible prices quality menu summary excellent restaurant,positivo,5,positivo
like shrimp go christmas let go cameroon restaurant super refined place real food well served dishes well prepared quite filling,positivo,5,positivo
characteristic another restaurant chain difference capacity best restaurants visited service first,positivo,5,positivo
think huge delicious shrimps found chose catupiry shrimp raisin rice think delicious tried better fair price 83 two people addition great wine list deserves considered number 1 christmas,positivo,5,positivo
great food good price good restaurant lots options great service would recommend would go back,positivo,5,positivo
comfortable inhabitant delicious dishes make place best choice christmas risotto andalusia spectacle,positivo,5,positivo
long queue eat shrimp 1 hour lunch dinner reasonable restaurant crowded noisy,negativo,3,neutro
excellent service good quality meals pleasant atmosphere polite waiters worth visit,positivo,5,positivo
restaurant excellent quality dishes well served fair price equally good service,positivo,4,positivo
price went makes absolutely long queue get early everything reflection restaurant quality,neutro,5,positivo
maybe someone know christmas gastronomy cameroon restaurant addition serving excellent food group employees serves well addition massaging ego appreciates different gastronomy prices dishes good serve three people well served special wine list varieties juices drinks super delicious desserts complete coffee made homemade flavor worth standing line reservations visit restaurant,positivo,5,positivo
fantastic ordered file dish gorgonzola sauce risotto malbec wine excellent service congratulations whole team back,positivo,5,positivo
price sweets food shrimp pineapple much service 100 people waiting place sit good signage,positivo,5,positivo
divine food shrimp strawberry dish doubt must tried worth every penny comes well served,negativo,5,positivo
location good finca main road ponta negra possible see another restaurant shrimp dishes service attentive waiters,neutro,4,positivo
let go restaurant lives fame several options like shrimps leave bubba friend forest envy cool environment ate pastry shrimp catupiryexcellent shared leftover shrimp jerimum shrimp strawberry cost back r9500 wait could little smaller house could provide snacks addition strong pinga alembic warning women women frequent super tidy despite beach environment,positivo,5,positivo
differentiated environment good service several options menu tips go file parmigiana international shrimp greek shrimp recommend good food,positivo,5,positivo
differentiated service fair price quality quantity food need arrive early long queue,neutro,5,positivo
arriving city already knew restaurant many recommendations world travel christmas really recommend disappoint excellent service plentiful dishes incredible variety recommended arrive early avoid queues tip order papa gerimum shrimp gerimum coconut milk dessert ate mousse three chocolates good,negativo,5,positivo
well attended waiters menu many options dishes good dish served quickly great presentation salty price worth charming intimate atmosphere,positivo,4,positivo
traveling christmas many recommendations restaurant meal make better trip menu many interesting options difficult choose daughter ordered shrimp dish risotto dish would serve three people,neutro,5,positivo
difficult line waiting choose better dish another person table must order different shrimp try going dinner every night check,negativo,4,positivo
chain traditional christmas restaurants specializing seafood shrimp dishes excellent usually packed weekends holidays,positivo,5,positivo
three restaurants two ponta negra midway mall shopping met 2007 quality increased midway dishes despite well served slightly lower prices also seafood lovers bigger restaurants tasty shrimps reinvented several dishes international favorites almond fish served secilian lemon risotto divine ponta negra restaurant higher prices dishes also biggerboth parking good service dish serves 4 people well need order take away take away forget order pastel starter hidden shrimp,neutro,5,positivo
delicious worldly restaurant tasty food pleasant place good service,positivo,5,positivo
excellent food well served dishes serves 4 people international shrimp favorite dish serves 4 people well delicious,positivo,5,positivo
found great place unique restaurant excellent food quality cozy good price reasonable parking tip arriving early long queue recommend,positivo,5,positivo
restaurant well located despite difficulty access food service excellent good value money,positivo,5,positivo
restaurant bad dishes prices increased believe quality dropped dishes quite well served shrimps christmas shopping quality excellent prices,negativo,5,positivo
excellent restaurant huge shrimp dish two people opinion would serve 3 people impeccable service airconditioned environment,positivo,5,positivo
restaurant delicious food well served dishes differentiated christmas must pass,positivo,5,positivo
felt deceived ordering dish place cold bland bad shrimp breaded stuffed cream quality half piece shrimp price paid dish felt deeply deceived portion rice accompanied absurdly huge dish shrimp homeopathic dose high expectations place left feeling like cheated almost 200 reais recommend return service friendly nice atmosphere,negativo,2,negativo
think restaurant want eat days prawns christmas first quality food restaurant excellent variety dishes huge want order try better value charged dishes super recommend restaurant like always make friends family obs forget dessert loved,positivo,5,positivo
excellent food perfect service pleasant place several options well served dishes 02 04 people recommend best christmas,positivo,5,positivo
great restaurant quality speed fair price excellent atmosphere approved,positivo,4,positivo
good catupiry breaded shrimp delicious well served long wait line worth,positivo,4,positivo
cameroon restaurant perfect ambiance service food ordered risotto dried tomato shrimp dishes well served allowing two three people eat plenty visit cameroon restaurant mandatory problem want go restaurant every night trip,neutro,5,positivo
excellent service quality variety would expand used ceiling make upper floor private type would solve several problems main waiting time enter restaurant,neutro,5,positivo
definitely best christmas shrimp wellprepared dishes generous portions excellent flavor go wrong dish demands certain satisfaction,negativo,5,positivo
super nice place good service delicious dishes beautiful people beautiful view morro careca beach ponta negra,positivo,5,positivo
love restaurant everything offers high quality menu strawberry shrimp wonderful cozy atmosphere recommend,positivo,5,positivo
unmissable go christmas loves shrimps miss lunch dinner shrimps excellent food good service great price,positivo,5,positivo
restaurant diversity food menu pleases demanding palate price fair always full beautiful people pleasant wonderful,positivo,5,positivo
people super nice restaurant beautiful view ponta negra beach delicious food huge shrimp wheelchair access really divine food,positivo,5,positivo
fast service good dish comes quickly chic atmosphere refined sensational food shrimp big spot well seasoned rubbery,positivo,5,positivo
delicious food worth starting shrimp pastry bursting tears main shrimp delicious highlighted potiguar shrimp served pumpkin,positivo,4,positivo
doubt camaroes best restaurant natal best value money food service etc recommend anyone,negativo,5,positivo
chirrimo restaurant incredible dishes wonderful petit cat think price little salty worth checking full wait super fast service great decoration super cozy,positivo,4,positivo
restaurant well served dishes delicious food service good weekend get early restaurant popular queue take long let go worth,positivo,5,positivo
wonderful restaurant differentiated menu specialty shrimp also delicious fish meat also delicious juices caipifrutas like visiting christmas going shrimp impossible worth knowing delicious dishes,positivo,5,positivo
excellent service miss eating jerimum shrimp best arrive early usually queue waiting,positivo,5,positivo
excellent service well served dishes surprised agility service meal arrived 15 minutes waiting recommend shrimp sauce crab dish well served shared 4 people want overdo imitate eating,positivo,5,positivo
let go really wonderful hearty dishes northeastern seasoning right point abuse shrimp,negativo,5,positivo
going christmas way eat prawns wonderful food super fair price short sensational,positivo,5,positivo
restaurant excellent service 100 divine food well served dish 2 serves 3 4 fair price quite full weekends queue waiting good flow wait every time go christmas go restaurant,positivo,5,positivo
hearty delicious dishes fair price service 10 unmissable christmas difficult choose dish,negativo,5,positivo
cozy atmosphere good service wonderful food dish served 2 people waited short time weekday well organizedprice agreement,positivo,4,positivo
go christmas let go shrimps restaurant menu diverse best dishes seafood magnificent food,positivo,5,positivo
eat well good price always easy reconcile besides beautiful people rent modern pleasant attention waiters good wine list best christmas,positivo,5,positivo
like delicious shrimp seafood recommended place ask seafood hmmmm,positivo,5,positivo
pleasant atmosphere excellent service plentiful food tasty presentation dishes good icon good christmas cuisine,positivo,4,positivo
famous restaurant fantastic beach good food little expensive full lives reputation unmissable,positivo,5,positivo
best shrimp ever eaten life simply wonderful great service cold beer,positivo,5,positivo
restaurant good atmosphere possible food better even bad queue waiting get early,negativo,5,positivo
kind service fair price good food plenty food worth checking deserves first place,positivo,5,positivo
christmas miss tasting delicious shrimp excellent service impeccable food recommend,positivo,5,positivo
best restaurants seafood country best restaurant christmas varied menu,positivo,5,positivo
good food restaurant lives reputation price close coastal cities worth would liked go,positivo,5,positivo
restaurant good taste decoration personalized service cozy atmosphere impeccable food,positivo,5,positivo
dishes well served despite price little high worth excellent delicious shrimp,positivo,5,positivo
really good restaurant christmas twice shrimps dishes big easily serve three people fair price counts quantity quality service also good despite waiting lines well organized really strong point quality ingredients flavor dishes always come back christmas shrimps,positivo,5,positivo
exaggeration go christmas go shrimps go rio janeiro go christ redeemer super cozy atmosphere service rating 1000 perfect food several combinations offered tip try dish shrimps white sauce accompanied sparkling white wine book least two nights dinner,positivo,5,positivo
dish well served family four ideal hungry happy platter worth,positivo,5,positivo
love shrimp say never delicious dish plus service 10 worth every penny,negativo,5,positivo
excellent food wide variety dishes pleases palate fair price quality food worth visiting,positivo,4,positivo
going christmas going cameroon impossible best seafood restaurant ever worth trying,positivo,5,positivo
excellent restaurant great food airconditioned environment well located super recommended good dinner friends,positivo,5,positivo
best restaurant cameroon country excellent food excellent service new restaurant rustic well decorated desserts great,positivo,5,positivo
well served great food drink exemplary service including waiter gave great suggestions choice menu seen friends eat shrimp pleasant atmosphere,positivo,5,positivo
restaurant service good environment expected dish despite well served two people lacked little flavor also lacked atmosphere children local,neutro,3,neutro
pleasant atmosphere great service lots options menu dish ordered tasty international shrimp cheap fair price restaurant offers dish two people easily serves three people well,positivo,5,positivo
mandatory ticket also absurdly plentiful dishes 06 people ordered 2 dishes 01 enough elegant atmosphere restaurants visited got line arrived early 1930 left small queue days always crowded fair price especially size dish let go good,positivo,5,positivo
best christmas restaurant prices fair dishes well served wonderful service,positivo,5,positivo
planning trip missing complement,negativo,5,positivo
wonderful food different types tasty shrimp top quality service exuberant view,positivo,5,positivo
cozy sophisticated best shrimp christmas always book less night delight divine restaurant,positivo,5,positivo
varied menu great options beautiful decoration dish serves two people well priced little salty,positivo,4,positivo
excellent restaurant wonderful atmosphere want come back christmas able eat new cameroon,positivo,5,positivo
shrimp great service perfect place good everything well paid bill worth prepared wait long time,positivo,4,positivo
beautiful restaurant excellent food helpful staff offer transportation restaurant hotel,positivo,5,positivo
good food fair price great option christmas difficult choose different options shrimp dishes,negativo,4,positivo
incredible costbenefit best food city privileged location unfair price found cheap desserts perfect waiting room bar sit order drinks snacks sit permanent table best restaurant found christmas,positivo,5,positivo
shrimps fact food quite good things seen better restaurants understand seems like people go shrimps issue cultural status environment beautiful normal environment average cost bad benefit dishes exaggeratedly expensive quality high besides dressed luxurious way seems servers treat way would treat apparently wealthy clients,positivo,1,negativo
good food well served may need make reservations advance atmosphere refined cameroon potiguar chain food well served good others found cameroon potiguar service better,positivo,5,positivo
well decorated pleasant atmosphere good service excellent quality food awaits restaurant camaroes pont negra natalrn leave christmas visit marvelous potiguar cuisine,positivo,5,positivo
pecam dried meat rice braised milk together port wine perfect combination pleasant place dinner wife recommend,positivo,5,positivo
well recommended really good prawns meaty huge delicious prices course low really worth paying kids dish really helps want go children sweets also spectacular,positivo,5,positivo
great restaurant taste spectacular cuisine best place christmas way regret,negativo,5,positivo
divine food day good dishes starter shrimp everything cousin said leave anything desired,positivo,5,positivo
already knew restaurant several years still familiar new installation confess amazed excellent room wonderful decoration women bathroom high standard clear divine food eating shrimp shrimp christmas restaurant,positivo,5,positivo
great restaurant menu varied shrimp cosmopolitan type best christmas cozy place sophisticated beach destination talk organization restaurant speed service recommend,positivo,4,positivo
thought good restaurant real idea real gastronomic experience little service full day,positivo,4,positivo
wonderful restaurant excellent food staff impeccable service waited five minutes table look restaurant full time arrived,positivo,5,positivo
restaurant best fish date potengi sauteed butter sertao champignons etc also accompanies rice broccoli pure cassava macacheira,positivo,5,positivo
shrimps served different ways risottos fish simply best restaurant christmas super cold beer visual beach top,positivo,5,positivo
great service spectacular place delicious food wait short time perfect,positivo,5,positivo
go christmas know restaurant menu practically exclusive shrimp types tastes worth delicious,positivo,5,positivo
good food incredible place adequate price recommend visiting worth excellent strawberry shrimp,positivo,5,positivo
go christmas think worth visiting cameroon pleasant atmosphere especially want go family group friends recommend waiting romance worth going group recommend arriving early,positivo,4,positivo
enjoyed delicious shrimp crab sauce accompanied rice chestnuts fried cassava third time traveled christmas let tour end gold key going shrimp everything professional reception environment waiting service hygiene speed course cooking delicacy gods,neutro,5,positivo
gastronomy reference potiguar restaurant attraction part natal tourist attractions choice great choice,positivo,4,positivo
must visit christmas great service pleasant space varied menu wonderful like shrimp also great options meat pasta delicious food well served dish serves well 3 people need arrive early long wait worth wait,positivo,5,positivo
excellent restaurant well decorated dishes restaurants christmas dish 03 people quiet,positivo,5,positivo
every time go natal cameroon mustsee excellent dishes well served excellent atmosphere make mistake,negativo,5,positivo
dish ate lot many options dishes shrimps various fish affordable price beautiful reception,positivo,5,positivo
good food impeccable service attentive waiters shrimp best worth going affordable price,positivo,5,positivo
restaurant good always queue take reservations want wait line trick get early,neutro,5,positivo
love restaurant want eat menu read many varieties many wonderful ingredients reasonable price service good pleasant place,positivo,5,positivo
best seafood restaurant know dishes prepared great sophistication refinement passionate shrimp dishes well served shrimp always succulent appetizing desserts divine exceptional service waiters polite kind helpful atmosphere mix sophistication rustic,positivo,5,positivo
wonderful food pleasant atmosphere fair price good location parking recommended,positivo,5,positivo
doubt best restaurants already excellent value money decoration good taste perfect food individual dishes well served desserts also delicious highly recommended,positivo,5,positivo
never eaten shrimp quality good dishes offered like food worth trying,positivo,5,positivo
simply perfect best restaurants ever excellent service fast variety dishes fish shrimp quality first courses 4 days christmas 3 days ate,positivo,5,positivo
restaurant dishes serve tranquility 2 people fair price pleasant atmosphere great service worth visit christmas come back another opportunity sure,positivo,5,positivo
spectacular food wonderful atmosphere dish eats 4 people skewer shrimp fantastic christmas let go,positivo,5,positivo
good restaurant international cuisine fair prices average people go less eat pizza sao paulo,positivo,5,positivo
say mandatory christmas stop delicious restaurant recommend arriving peak times avoid queues waiting highly recommended,negativo,5,positivo
everything tastes good environment entrance restaurant comfort tables chairs clean bathroom impeccable beautiful dishes delicious service come back,positivo,5,positivo
best restaurant ate specialist fish prawns seafood impeccable service perfect atmosphere airconditioned beautiful decoration crowded super delicious atmosphere wait chatting drink eating snacks everything perfect great value money miss visit,positivo,5,positivo
dishes well served tasty service new negative point waiting people longer wait difference lunch dinner worth getting know,negativo,5,positivo
shrimp much like reasonable prices fair worth good appetite fruits lobsters crab water coconut lots beer,positivo,4,positivo
well attended dish came super fast soooo delicious dessert 3 chocolates delicious worth,positivo,5,positivo
biggest delicious shrimps ever eaten life perfect service good portions big enough 2 3 people minimum,positivo,5,positivo
wonderful restaurant exceptional service think expensive quality variety menu wait seat restaurant worth,positivo,5,positivo
say bad food vive sao paulo normal restaurant shrimp surprising service price wear shorts right carelessness like customer better relationship environment camaroes potiguar side street baggy tourist already likes long pants heavy environment go,negativo,3,neutro
love shrimp miss restaurant fantastic food good service variety menu expensive worth,positivo,5,positivo
service could little better food traditional seafood nothing new dish deserves reservation new service reinterpretations everything well presented served shame service available valets fraternally cristiano cavalca,negativo,4,positivo
place great service entrance interior food first quality pleasant atmosphere,positivo,5,positivo
dishes excellent quality large portions usually two people still leftovers,positivo,5,positivo
seafood specialist delicious dishes miss visit promised come back love shrimp fish,positivo,5,positivo
wonderful restaurant good service entrance restaurant pay bill important food exceptional,positivo,5,positivo
restaurant doubts best christmas dishes delicious miss trying pastel camarao delicia,negativo,5,positivo
excellent restaurant fast efficient service pleasant atmosphere great food fair price approved opinion,positivo,4,positivo
almost tourist spot natal great restaurant plentiful portions fish fresh seafood worth visiting,positivo,5,positivo
impossible come christmas know camaroes restaurant name says specialty dishes feature delicacies however shrimp well selected superlative sizes international shrimp offers greater quantity excellent food incomparable thousands dishes serra mel strawberry chef etc etc wellchosen dish starter suggest caprese crab cone pastries still foundue shrimp good service best features restaurant first line waiters agile attentive dishes take long arrive however always queues waiting check timetable careful certain times wait 2 hours line cozy space drinks snacks go table,positivo,5,positivo
good service dishes r70 r90 two people starters couple spends r200 00 world city pays dick restaurant everything rated 6 maximum,negativo,3,neutro
look wonderful restaurant ate everything shrimp fish passing cone snacks confess drooled everything delicious wonderful service liked prices also visit christmas,positivo,5,positivo
best restaurant,positivo,5,positivo
despite high value sensational food cooked good point seasoning pleasant place,negativo,4,positivo
excellent food fair price good service first luck waiting line complaints heard could even suggest kind tasting make wait pleasant,positivo,5,positivo
excellent cuisine variety dishes well presented well served service excellent quality,positivo,5,positivo
arrived almost 1530 maitre kindly allow us last served recommended risotto type shrimps divine plentiful portion 3 4 people fair price return,positivo,4,positivo
unmissable visit good value money super good place dishes delicious,positivo,5,positivo
wonderful food great service great cozy atmosphere beautiful good arrive early 8pm huge queue magnificent,positivo,5,positivo
already eaten restaurant 3 times never loses quality delicious food plenty food ideal family gatherings worth dish serves 3 calmly waiting table get tiring even free cachacinha pastries delicious service quick always go christmas eat group restaurant good,negativo,4,positivo
dish shrimp sauce strawberry pumpkin pumpkin want call excellent flavor,positivo,5,positivo
wonderful food generous portions excellent value money pastry shrimp indescribable appetizer caipirinhas also recommended negative point highlight wait,negativo,5,positivo
best shrimp dish world excellent service waiter washington unparalleled attention served deserves ten,positivo,5,positivo
everything good wonderful food good cheap service also expensive seafood restaurants recommend,positivo,5,positivo
excellent restaurant seafood wife lunch ate pumpkin shrimp excellent caipirinhas also great choice shrimp dishes two people strong place costs 80 90 reais recommend,positivo,5,positivo
menu offers options tastes dishes beautiful delicious well well served excellent costbenefit ratio basic dishes prawns home cooked wonderful negative point due great reputation restaurant tourists city residents frequent place ends leaving generally full queues get table worth wait,positivo,5,positivo
excellent dishes served pleasant atmosphere delicious food great service wonderful wine list,positivo,5,positivo
opinion best restaurants christmas dishes served shrimp andor fish excellent reasonable cost cool place easy location recommend,positivo,4,positivo
never forget shrimp dijon ate place special risotto shrimp dijon mustard sensational still want go back christmas taste highly recommend,positivo,5,positivo
great food good service everything good unstop christmas everything tasty,positivo,5,positivo
delicious food impeccable service waiters ate rice gratin milanese shrimp cheese sauce gratin oven great price serves 4 people well,positivo,5,positivo
best restaurant serves shrimp menu several options shrimp difficult choose worth trying,negativo,4,positivo
super recommended restaurant delicious dishes location great services super price highly recommended,positivo,5,positivo
seriously unbelievable place serve different types dishes shrimp choose starter crab stew main course shrimp cream cheese petit gateau dessert spent r8000 would spend twice much would need spectacular place would like go back christmas 3000 km eat new shrimp plus everything vip service helpful staff,neutro,5,positivo
good food fast service fast seemed like fast food impressed eat go away unpleasant like eat calmly chat,negativo,3,neutro
perfect food starter dessert excellent service best restaurant natal evaluates costbenefit,positivo,5,positivo
best best seafood restaurant,positivo,5,positivo
sorry christmas attractions definitely fantastic service fast food well prepared well prepared dishes simplicity flavor regional dishes cannot left aside shrimp pumpkin pumpkin others south spectacular arrive early book table weekends queue long recommend,positivo,5,positivo
seafood lovers love menu restaurant variety large dishes shrimps giant delicious food refined atmosphere,positivo,4,positivo
unmissable christmas dine good idea make reservation busy day week,positivo,5,positivo
delicious menu beeeemmm served cozy atmosphere addition spectacular views restaurant shrimps already become tourist spot christmas love pure pumpkin pumpkin shrimps breaded sesame seeds delicious,positivo,5,positivo
name says love shrimp want get lost vast menu let go well served delicious prepare long line waiting delicious food make,positivo,5,positivo
indescribable restaurant beautiful service wonderful food highly recommended,positivo,5,positivo
stayed christmas weekend ended going twice restaurant repeat dose next trip definitely go carte dishes serve well 2 people served full rice pure potatoes vegetables complete dishes well prepared pure cassava cassava good shrimps served large fresh great flavor twice queued entering restaurant waiting system works properly line consume drinks snacks entrance ordered delicious pastries cover serves well work repent,positivo,5,positivo
delicious food dish serves four people affordable price delicious atmosphere,positivo,4,positivo
never seen efficiency together eat sophisticated dish well served fair price tasted several delicious dishes several times,positivo,5,positivo
best shrimp town wellprepared tasty dishes pay little much quality quantity flavor,neutro,5,positivo
good beautiful cheap full want visit several restaurants go last one deeply regret go back christmas go restaurant every time,negativo,5,positivo
tasty dish delicious opinion best home starter suggest chicken salad,positivo,5,positivo
fame expected little plenty food left wanting flavor presentation dishes felt steakhouse dish arrives 5 minutes waiter pours food dish bad time drink glass beer,negativo,3,neutro
excellent restaurant varied menu almost crustacean based generous portions fair prices clean restaurant good service recommend,positivo,5,positivo
well decorated environment typical private parking excellent service main food good dishes large serves 3 people fair price liked,positivo,5,positivo
delicious food restaurant countless shrimp dishes unparalleled flavor go christmas stop restaurant missed shrimp dish saint jacques common dish southeast country price ratio inviting compensates quality offered,negativo,3,neutro
large restaurant well attended good food affordable price specialty shrimp lots dishes,positivo,4,positivo
typical restaurant food bahian cuisine themed several typical dishes ate special delicious shrimp recommend,positivo,5,positivo
service atmosphere menu show ball definitely back everything delicious well served good price,positivo,5,positivo
delicious food like shrimp cause friend ordered shrimp sesame crust passion fruit sauce eat knees second time christmas made point lunch restaurant great highlight time dessert mint mousse divine chocolate mousse,positivo,5,positivo
christmas let go cameroon restaurant best city quality perfect cuisine dishes types region cameroon quality also service first speak prices eat pay little excellent worth,positivo,5,positivo
place incredible decoration found air conditioning cold dishes enough two people price high food different flavor really neat think everything done excellent chef kitchen thank,positivo,5,positivo
amazing food good service fair price addition give credit opinion customers research well organized would come back thousand times,positivo,5,positivo
perfect restaurant dishes ordered great dishes well served starters great main courses spectacular dessert good go christmas eat restaurant,positivo,5,positivo
